Make,Model,Model w/ Mark w/ Edition,Production From,Production To,Legacy Note,GUID,Facelift Of GUID
Volvo,C70,C70 II Cabrio,06,09,,fb4afd88-12f6-413d-9626-a0af75815b2f,
Volvo,C70,C70 II Cabrio,09,12,Facelift,20dfd923-e5a2-4323-849b-0559376b2ed9,fb4afd88-12f6-413d-9626-a0af75815b2f
Volvo,V40,V40 I,95,00,,20e2d36c-6331-46e2-a503-73fec2bcc6e9,
Volvo,V40,V40 I,00,01,Facelift,68c15efd-e4db-4f5e-bec7-125479ab38e1,20e2d36c-6331-46e2-a503-73fec2bcc6e9
Volvo,V40,V40 I,02,04,Facelift,51ce2482-9a21-40a9-a4d5-48fae6d68a0d,20e2d36c-6331-46e2-a503-73fec2bcc6e9
Volvo,V40,V40 II,12,16,,c88ebec0-a0d0-449b-98c1-6f4f08258a35,
Volvo,V40,V40 II Cross Country,12,16,,79523cae-f1aa-469c-bc0b-151341c41bbe,
Volvo,V40,V40 II R-Design,12,16,,115ba258-5d72-4d4b-8866-fbe22f7b80de,
Volvo,V40,V40 II,16,,Facelift,964fd38e-7e48-4c39-965a-46daf51c2271,c88ebec0-a0d0-449b-98c1-6f4f08258a35
Volvo,V40,V40 II Cross Country,16,,Facelift,0dc7cd42-1111-4c3f-92f2-3eb67974ab1a,79523cae-f1aa-469c-bc0b-151341c41bbe
Volvo,V40,V40 II R-Design,16,,Facelift,64c117a5-2237-48bf-abbd-3b42bcca7515,115ba258-5d72-4d4b-8866-fbe22f7b80de
Volvo,V50,V50 I,04,07,,78d4c865-9471-4538-83fa-d4e181dbf640,
Volvo,V50,V50 I,07,10,Facelift,b8c06199-38ac-4cbb-a224-90026b984e98,78d4c865-9471-4538-83fa-d4e181dbf640
Volvo,V50,V50 I,07,10,Facelift;Classic,e4bdd9d8-ce31-4914-8738-b6700ede12b5,78d4c865-9471-4538-83fa-d4e181dbf640
Volvo,V50,V50 I,10,12,Facelift,81a315fe-5e8c-4813-b397-704927e04176,b8c06199-38ac-4cbb-a224-90026b984e98
Volvo,V60,V60 I,10,14,,913fb431-4a9d-4e27-a0bd-87e1c169dfa3,
Volvo,V60,V60 I,14,,Facelift,c0bf6b65-4031-4972-9613-6b09a27a954c,
Volvo,V60,V60 I Cross Country,15,,,0d1a4f96-e746-4e5d-9a44-8b96a1e37e31,
Volvo,V70,V70 I,96,00,,268a5633-38e1-4a9f-a9c6-dee6c8790417,
Volvo,V70,V70 I XC,97,00,,e60a4bc2-0d84-497d-affb-be9e768a4fed,
Volvo,V70,V70 I R,97,00,,2dfe0a55-61df-4761-bac1-308934a412af,
Volvo,V70,V70 II,00,05,,85c63bfe-0ae0-4406-b15e-41dc75800595,
Volvo,V70,V70 II XC,00,02,,c1471eb5-1a6a-4f83-b516-7b8fdd3eac21,
Volvo,V70,V70 II,05,07,Facelift,f456a1bc-d53d-4ddc-8b74-9ffc5517ef36,85c63bfe-0ae0-4406-b15e-41dc75800595
Volvo,V70,V70 III,07,09,,56c653a9-b615-4f02-9446-448bd8e3098d,
Volvo,V70,V70 III,09,13,Facelift,fc0f3228-1502-4cae-b61e-01e515253abd,56c653a9-b615-4f02-9446-448bd8e3098d
Volvo,V70,V70 III,10,13,Facelift;Ocean Race,f5e964ae-f956-4522-910d-d025838f3cd6,56c653a9-b615-4f02-9446-448bd8e3098d
Volvo,V70,V70 III,13,16,Facelift,65ad9b57-8edc-4796-8f0c-93c899ea13c2,f5e964ae-f956-4522-910d-d025838f3cd6
Volvo,V90,V90 I,16,,,05882385-688e-44f7-82fe-6c03280ddd16,
Volvo,XC40,XC40 I,16,,,97322634-3141-47a1-85f1-44c45cf72af4,
Volvo,XC40,XC40 I R-Design,16,,,02d72e11-b945-4eab-87da-c5f679db9170,
Volvo,XC60,XC60 I,5/08,13,,8f963955-1c9e-4543-a76d-58054abf8409,
Volvo,XC60,XC60 I,13,16,Facelift,6196f95b-7343-4452-9d9f-720e53597bb5,8f963955-1c9e-4543-a76d-58054abf8409
Volvo,XC60,XC60 II,16,,,59f40259-7f42-42cd-9531-9b20554354c0,
Volvo,XC60,XC60 II R-Design,16,,,2577fc70-9512-466d-ab9a-75a9917e52fd,
Volvo,XC70,XC70 II,03,04,,f72fa9b3-600a-4698-8b14-b4dcc73f33e4,
Volvo,XC70,XC70 II,04,07,Facelift,395d9aff-7b4c-4798-9b48-f5b74f26d14b,f72fa9b3-600a-4698-8b14-b4dcc73f33e4
Volvo,XC70,XC70 III,8/07,,,9edfea1c-b66a-4fb4-9a80-1fddccfd6db5,
Volvo,XC90,XC90 I,10/02,,,c3bbbc96-f7e7-4209-b891-754cab90d947,
Volvo,XC90,XC90 II,14,,,84f3a1e6-95b8-44fe-987f-9e393af2d408,
Volvo,XC90,XC90 II R,14,,,d92b85cf-489a-4ba5-9184-1b4279a39ce2,
Fiat,Bravo,Bravo,07,14,,506ffae1-0163-4867-b428-67099153841e,
Fiat,Croma,Croma II,05,07,,448db436-c688-4a81-ab5e-1b67772cb0cd,
Fiat,Croma,Croma II,07,10,Facelift,94255999-8308-447e-bdc0-6add4ae06663,448db436-c688-4a81-ab5e-1b67772cb0cd
Fiat,Doblo,Doblo I,01,05,,49e5ca27-4363-4883-870b-01aa7ccfcf59,
Fiat,Doblo,Doblo I,05,10,Facelift,970dba6e-34b9-4090-8459-9eb3e197f080,49e5ca27-4363-4883-870b-01aa7ccfcf59
Fiat,Doblo,Doblo II,10,15,,4749e2d4-d50a-45d9-a1c8-968ddcc3f1d6,
Fiat,Doblo,Doblo II,15,,Facelift,f6483cc5-a133-473b-9124-7bb3f0830580,4749e2d4-d50a-45d9-a1c8-968ddcc3f1d6
Fiat,Doblo,Doblo II Maxi,15,,,1f99a8f9-9458-409a-9344-9f9d77fbf929,
Fiat,Ducato,Ducato I,81,93,,88d7d086-474f-46e3-a04a-634d60ca9556,
Fiat,Ducato,Ducato II,94,06,,4ce91e4c-457f-457c-89a0-21423e0b75da,
Fiat,Ducato,Ducato III,06,,,50205c9d-6671-4160-b53c-0e02977c1e6c,
Fiat,Multipla,Multipla,04,07,,851ac6fd-a6ce-4065-8bfd-c706764ac6ab,
Fiat,Multipla,Multipla,08,10,,b0bf593c-01c8-462c-8e9b-0b3ffffd4f10,
Fiat,Punto Coupé,Punto I Coupé,94,99,,70195cb3-970f-458f-979e-984fec421d6e,
Fiat,Punto,Punto I,94,99,,e8ce0d35-afc4-4e2b-9851-66cba754c13a,
Fiat,Punto Coupé,Punto II Coupé,99,03,,ddd062fd-af7f-429c-a31c-f737de355d08,
Fiat,Punto,Punto II,99,03,,0057a482-676b-4538-bbce-c10fc138cabb,
Fiat,Punto Coupé,Punto II Coupé,03,05,Facelift,84012986-6661-4310-9ffc-a5c8f626f298,
Fiat,Punto,Punto II,03,05,Facelift,663b5334-1c28-4b0d-bade-01092f16ea0d,
Fiat,Grande Punto Coupé,Grande Punto III Coupé,05,,,1187d486-b661-4848-b435-1db0c1c36671,
Fiat,Grande Punto Coupé,Grande Punto III Evo,09,,,93765509-1b8f-4f97-86b3-36ee53ed4574,
Fiat,Grande Punto,Grande Punto III,05,,,a97491d2-ba6f-4dab-b9f3-63110d729251,
Fiat,Sedici,Sedici,6/06,09,,cc2d4d48-eeb9-4d3c-ad9c-10247db9d3c3,
Fiat,Sedici,Sedici,09,,Facelift,1cc62eec-819a-4119-91ee-48407986e40d,
Fiat,Stilo MultiWagon,Stilo MultiWagon,02,07,,7ec5542f-e70e-4159-aa01-75436bc21fae,
Fiat,Stilo Coupé,Stilo Coupé,01,07,,92fc8e2a-097b-4e3c-a744-b17cfd1fc6a3,
Fiat,Stilo,Stilo,01,07,,ecf14d5f-3f7c-42d6-95fc-3c57bcf9a9f9,
Fiat,500,500,07,16,,439cde27-847c-4e81-8e9b-198c1529f60c,
Fiat,500,500,16,20,Facelift,dc1dbb6c-385c-416a-b0de-f393d860a1ac,439cde27-847c-4e81-8e9b-198c1529f60c
Fiat,500,500,20,,,1385724a-9c6a-4040-b5dd-c0e38540601e,
Fiat,500L,500L,12,17,,12a3ab59-7f27-472d-8c3e-31d72920ecdf,
Fiat,500L,500L,17,,Facelift,12a3ab59-7f27-472d-8c3e-31d72920ecdf,12a3ab59-7f27-472d-8c3e-31d72920ecdf
Fiat,500X,500X,14,18,,57f15854-2d1c-4bfd-812a-3d52a92b542d,
Fiat,500X,500X,18,,Facelift,be27e504-2506-4e34-ac32-9787218c4b82,57f15854-2d1c-4bfd-812a-3d52a92b542d
Fiat,Fiorino,Fiorino III,07,,,4c93c766-fa26-4e2f-b9f7-ba8f308c348e,
Fiat,Fiorino Combi,Fiorino III Combi,07,,,08adff38-6f97-4822-beab-70a79b4a4b6d,
Fiat,Qubo,Qubo,08,,,562877e4-b460-4ae8-a1aa-9704ae491a89,
Fiat,Scudo,Scudo I,95,07,,de28276f-b5b9-4b70-b162-56b2cd0d8b5c,
Fiat,Scudo,Scudo II,07,,,2d337a14-631a-4d07-92db-9a373edf29da,
Fiat,Freemont,Freemont,11,,,51a92428-d0ed-41b9-90bd-ba48ca0f20b8,
Fiat,Panda,Panda II,03,11,,40ee1494-87fd-4664-9027-16ac7c8aa0f4,
Fiat,Panda,Panda III,11,16,,f19d86bb-3216-49c6-bffe-13c336b269a0,
Fiat,Panda,Panda III,16,,Facelift,9b712f05-b3a0-4844-a678-d8608b666091,f19d86bb-3216-49c6-bffe-13c336b269a0
Fiat,Linea,Linea,07,,,10f0e282-486f-45e9-afb0-f36c456e75a3,
Fiat,Talento,Talento L1H1,16,,,7e626003-2ca3-48b7-9427-6045965d253c,
Fiat,Talento,Talento L1H2,16,,,94fc2ab0-a5f2-4eec-bc07-78a9815d0c96,
Fiat,Talento,Talento L2H2,16,,,dab55f55-afad-46a6-b94c-26d45af927d0,
Fiat,Talento,Talento L2H2,16,,,55df16e3-e9e9-4569-8c1a-218b5ba57b8b,
Fiat,Tipo,Tipo,15,20,,b54a17d3-96a3-460d-ac2c-6eae2bfb776c,
Fiat,Tipo,Tipo Combi,15,20,,9ef2135b-560c-4795-bf35-1f7f3e56fedd,
Fiat,Tipo,Tipo Sedan,15,20,,5fcd4451-f248-4c79-9098-5e1f793f6b61,
Fiat,Tipo,Tipo,20,,Facelift,7afe1e97-d6d0-4a9f-b48d-b6ce755b747b,b54a17d3-96a3-460d-ac2c-6eae2bfb776c
Fiat,Tipo,Tipo Combi,20,,Facelift,522e7628-c4b4-4c49-ba34-d5a053373677,9ef2135b-560c-4795-bf35-1f7f3e56fedd
Fiat,Tipo,Tipo Sedan,20,,Facelift,40a2d5e9-3acc-465f-af12-24d33632961e,5fcd4451-f248-4c79-9098-5e1f793f6b61
Alfa-Romeo,MiTo,MiTo,08,16,,5178801b-df29-4c6f-8994-e6850575bbb5,
Alfa-Romeo,MiTo,MiTo,16,,Facelift,b81a998a-e784-4bb4-915e-b7de355da2cd,5178801b-df29-4c6f-8994-e6850575bbb5
Alfa-Romeo,147,147 5D,01,04,,221a93c3-ce0b-4ce7-ae6d-a1bf60683f72,
Alfa-Romeo,147,147 3D,01,04,,6508710d-bec8-4c4a-93a0-da7f13a30884,
Alfa-Romeo,147,147 5D,04,10,Facelift,3f750567-54cf-466e-bdbe-a5fc06741ecc,221a93c3-ce0b-4ce7-ae6d-a1bf60683f72
Alfa-Romeo,147,147 3D,04,10,Facelift,bdea7959-b7ae-41c2-ab8d-9392bfb11f3f,6508710d-bec8-4c4a-93a0-da7f13a30884
Alfa-Romeo,159,159 Sportwagon,06,08,,241d1630-070f-4c7e-bce5-7d045655ffe7,
Alfa-Romeo,159,159,05,08,,9f9eeee1-f510-4cd2-af88-c8545ebba288,
Alfa-Romeo,159,159 Sportwagon,08,,Facelift,c0d312ef-73e5-489e-a88d-2bc64656cec4,
Alfa-Romeo,159,159,08,,Facelift,5662d3a8-fa1a-4f3c-9e5b-93b3254eb63a,
Alfa-Romeo,GT,GT,03,10,,767798c0-7463-41f0-86e6-6ae8c53709c1,
Alfa-Romeo,Giulietta,Giulietta III,10,,,dc2e06f1-df2a-45cb-bba7-05b662568491,
Alfa-Romeo,Brera,Brera,06,,,56950654-dced-4e74-a1d5-953e8cf98896,
Alfa-Romeo,8C Competizione,8C Competizione,07,09,,0e1d0c1d-81d0-481e-b702-056c4a5e979e,
Alfa-Romeo,8C Spider,8C Spider,08,10,,103e0967-5b6a-44d3-bb10-dcf64cfcb5b1,
Alfa-Romeo,Stelvio,Stelvio,16,,,b302cff4-bbc0-4560-987a-549be9a8d1a7,
Alfa-Romeo,Giulia,Giulia,15,,,fc5103ea-8dc4-4c64-bfc7-3046dacc29c9,
Citroën,C-Elysée,C-Elysée,12,17,,f1950cb2-1abf-43f5-9c16-2081bd1127c9,
Citroën,C-Elysée,C-Elysée,17,,Facelift,ad377fc0-1562-40e8-964c-3bb1f90a0509,f1950cb2-1abf-43f5-9c16-2081bd1127c9
Citroën,Berlingo,Berlingo I,7/96,4/08,,2f39bf33-e6bf-435c-90af-5ee77c71c766,
Citroën,Berlingo,Berlingo I Van,7/96,4/08,,ce478725-e058-486b-bcac-7bc63cfaaf66,
Citroën,Berlingo,Berlingo II,4/08,,,e9aea853-7766-483d-b6d4-bdeff8eb9c9d,
Citroën,DS3,DS3,09,14,,b8a7845a-4fa9-4263-8782-1b5dcdbbe5b7,
Citroën,DS3,DS3,14,16,Facelift,0dd8f483-3e39-40a0-ab4c-342f3d6760fb,
Citroën,DS4,DS4,11,15,,3835b8c0-15f9-4635-b328-d9d866f58812,
Citroën,DS5,DS5,11,15,,3cb1f11e-a19f-4fd1-b2a0-bdc4855d1352,
Citroën,C1,C1 I 5D,05,09,,b2db2d0f-5992-4a01-a5b7-342cccbb3566,
Citroën,C1,C1 I 3D,05,09,,74fdeddc-3818-4de5-800a-1c3da66819f3,
Citroën,C1,C1 I 5D (Facelift),09,12,,4d1c5ec9-6cec-459a-8f55-9d5a6820132c,
Citroën,C1,C1 I 3D (Facelift),09,12,,8382ef93-3ae0-4fe5-831a-ece6a3703669,
Citroën,C1,C1 I 5D (Facelift II),12,14,,54d7687e-ae92-4b16-9530-9ffbd44b595c,
Citroën,C1,C1 I 3D (Facelift II),12,14,,439b9069-f0ae-4a40-a803-cffefd1abbbd,
Citroën,C1,C1 II 5D,14,,,47987776-0329-4985-a4fb-2878d1aa589d,
Citroën,C1,C1 II 3D,14,,,d108ca1e-7127-4752-b248-1d1ea09c3142,
Citroën,C2,C2,9/03,4/09,,a5a8ed81-083d-41b4-9cc2-6d4c164e1099,
Citroën,C3,C3 I,02,05,,0875b668-8dd7-461b-a66c-604b18aac8a7,
Citroën,C3,C3 I,05,09,Facelift,5f868aea-58d5-44a9-875c-706248834fc9,
Citroën,C3,C3 I,05,09,XTR,0070e6bb-662a-4da9-a16f-a04e1fba3764,
Citroën,C3,C3 II,09,13,,041389ed-d267-40f1-8eb4-508e93f9f030,
Citroën,C3,C3 II,13,,Facelift,26b89dc4-3af0-48f9-915d-8e1cdb19650c,
Citroën,C3 Picasso,C3 I Picasso,09,12,,c06ead9b-8117-4139-b2ad-4aac870c2a8b,
Citroën,C3 Picasso,C3 I Picasso,12,,Facelift,4daaceee-0783-4131-b4d8-1b4883b5bee8,
Citroën,C4,C4 I,04,08,,cf9a8c19-3fc9-4f28-b9b9-78c459d5f1eb,
Citroën,C4,C4 I Sedan,06,08,,9456aef7-5691-4196-b4d0-c272313c2cca,
Citroën,C4,C4 I VTS,05,08,,b09029f2-28bd-4462-a648-cffec496909b,
Citroën,C4,C4 I,08,11,Facelift,ef2521ea-ae20-4608-a562-a1ed798074a5,
Citroën,C4,C4 I VTS,08,10,Facelift,9eba8f4e-107b-4efc-ac97-413d26a23ce9,
Citroën,C4,C4 II,11,15,,4cd6dc2d-aef6-4617-be40-e1b39b7f342a,
Citroën,C4,C4 II,15,,Facelift,25daca77-c22b-475e-9761-513ef3f50150,
Citroën,C4 AirCross,C4 II AirCross,12,,,6f0878b9-1514-4d9c-97da-bf6b6491511d,
Citroën,C4 Cactus,C4 Cactus,14,,,145cfce1-9213-4463-bb58-0a1d307c5963,
Citroën,C4 Picasso,C4 Picasso I,2/07,6/10,,1eeb2d5a-3914-4bf4-a2d3-a5661a51a6a9,
Citroën,C4 Picasso,C4 Picasso I,6/10,13,Facelift,1187d8f6-5460-4f62-96c6-91ebd2a7c74d,
Citroën,C4 Picasso,C4 Picasso II,13,,,d6025d56-31ff-4924-893e-8f7ae0247d6f,
Citroën,C4 Grand Picasso,C4 Grand Picasso I,10/06,6/10,,0f97a5ed-1432-4b7c-b835-a5cd04c2178c,
Citroën,C4 Grand Picasso,C4 Grand Picasso I,10,13,Facelift,08dcb4ab-95b9-4d92-827e-d51cddc8fd08,
Citroën,C4 Grand Picasso,C4 Grand Picasso II,13,,,7eacf104-e56e-4c1a-8973-3801e943f34f,
Citroën,C5,C5 I,3/01,8/04,,839e6db9-03ef-4b54-89c0-04be7a62afac,
Citroën,C5 Break,C5 I Break,6/01,8/04,,843c6d96-9378-48f9-827f-0e4abdd7ee15,
Citroën,C5,C5 I,8/04,2/08,Facelift,7678e967-57c2-4a65-baf7-7c1faaf874a6,
Citroën,C5 Break,C5 I Break,9/04,2/08,Facelift,e8511376-4254-473b-b403-cb9b31e57a8b,
Citroën,C5,C5 II,2/08,1/10,,7a192e0f-3995-4ebf-8757-51e9bbf3e027,
Citroën,C5 Tourer,C5 II Tourer,2/08,1/10,,39691a42-761c-42a4-b5cd-603c86707158,
Citroën,C5,C5 II,1/10,,Facelift,b5b883e1-9860-410d-9326-796ea48ff639,
Citroën,C5 Tourer,C5 II Tourer,1/10,,Facelift,e5d12df7-759d-47fe-824a-884c813b691f,
Citroën,C5 Tourer,C5 II CrossTourer,14,,,521bc4a8-fec8-4488-8883-c2e87a693930,
Citroën,C6,C6,9/05,,,86eae88c-43b5-47b8-a073-e22ea3dfe75d,
Citroën,C8,C8,7/02,1/08,,a812d856-0a1d-4fa5-aded-91268cb7b8ca,
Citroën,C8,C8,1/08,14,Facelift,9882b05d-1948-446a-84f3-c7799ffd4d29,
Citroën,Nemo,Nemo,2/08,,,ec5b10d6-dad4-4ed8-87fe-926b3863b88a,
Citroën,Nemo Combi,Nemo Combi,4/09,,,3805b08d-ccb8-4827-8d69-c2405ce854a2,
Citroën,Jumper,Jumper I,93,07,,6e5b3681-6bf1-4aaa-9ce5-d7d5c172622b,
Citroën,Jumper Van,Jumper I Van,93,07,,cd3bc551-9a7d-4875-8355-23447f1fec27,
Citroën,Jumper Van,Jumper II Van,4/06,,,4cbc1f7a-e3e5-45ad-9bd8-e46dd07420f3,
Citroën,Jumpy,Jumpy II Van,1/07,,,70315e36-b8a9-4d6f-960d-97043f994ef0,
Citroën,Saxo Coupé,Saxo I,02/96,1/00,,ca16733e-a07d-4778-a534-8c8ec50d9b3c,
Citroën,Saxo,Saxo II,1/00,4/04,,f9064abc-3840-43e2-973a-c2622b2ea6eb,
Citroën,Saxo Coupé,Saxo II Coupe,1/00,4/04,,5cfbbfc7-af57-46c0-aab6-dba8051b0ba0,
Citroën,XM,XM I,5/89,10/94,,bda1cd0c-5010-4c06-bf45-6a514e5f3054,
Citroën,XM Break,XM I Break,5/89,7/94,,866a08fd-54bf-4f05-b838-b8fe482fe7c6,
Citroën,XM,XM II,5/94,10/00,,2c1389ee-075f-4c8d-ba65-7c63ffc9ae39,
Citroën,XM Break,XM II Break,5/94,10/00,,67b97a3b-34a8-426d-9f68-b110660452c6,
Citroën,Xsara Coupé,Xsara I Coupe,2/98,1/00,,6c07d0ff-0659-4614-820e-65e7169ce29e,
Citroën,Xsara,Xsara I Hatchback,4/97,1/00,,20314ef7-3f81-4398-a9a0-10cbb3d29380,
Citroën,Xsara Break,Xsara I Break,10/97,1/00,,58f79e6f-4b28-4d6a-863b-44e7f8e15c1c,
Citroën,Xsara Coupé,Xsara II Coupe,1/00,4/05,,f9d05c54-65dc-46f8-9be8-1346cf6d778b,
Citroën,Xsara Break,Xsara II Break,1/00,8/05,,ca0e7442-cec5-4926-acd9-c1f115db80cc,
Citroën,Xsara,Xsara II Hatchback,1/00,4/05,,dbf113d2-4c9a-4925-aeee-48fc36a3201e,
Citroën,Xsara Picasso,Xsara Picasso,12/99,1/04,,503376b8-b63e-4a16-a18c-2564db8fd2b3,
Citroën,Xsara Picasso,Xsara Picasso,1/04,1/10,Facelift,abeffabd-acd4-4929-81db-11cdac036b54,
Citroën,C-Crosser,C-Crosser,2/07,,,33fe53a2-4a2d-4cca-8e08-7abb5ff1f1ba,
Citroën,ZX Coupé,ZX Coupé,3/91,10/97,,c2476f3f-fe1d-460d-84b2-240c333aa15b,
Citroën,ZX,ZX Hatchback,3/91,10/97,,541d8a25-3196-4f01-9295-774fcb4fb595,
Citroën,ZX Break,ZX Break,10/93,2/98,,bfb6826e-9edc-4864-8e50-8770c547208b,
DS,3,3 I,16,,,2453cf54-9b17-4c7f-9035-83bd72ca0333,
Dodge,Journey,Journey I,6/08,10,,b96a1878-a977-44dd-a4fe-4bceadede9f5,
Dodge,Journey,Journey I,10,,Facelift,3587ee90-a5e5-4080-a506-f1df3c371bc9,
Dodge,Nitro,Nitro,6/07,,,80e952d8-6509-4997-8019-4d37ae654170,
Dodge,Avenger,Avenger Coupé,95,00,,349b0a09-6029-44dd-ace5-e46b81cbe065,
Dodge,Avenger,Avenger,6/07,,,3ceed0d1-03e1-4b20-8caf-ce09c647fe7e,
Dodge,Caliber,Caliber,6/06,09,,fb5300a7-cb9c-4811-a314-0821e3f27208,
Dodge,Caliber,Caliber,09,,Facelift,b2adfc1c-7ff6-42ba-8283-c8d8c6add22d,
Dodge,Charger,Charger,6/05,,,c7148158-50bb-4826-8f13-1967a62d9f53,
Dodge,Challenger,Challenger,2/08,,,0a9565cb-6298-4f8e-b43e-5fb337ae0e26,
Dodge,RAM,RAM 2500,09,,,f4d94fee-df6a-4c28-8eda-baea1404b0f8,
Honda,Accord,Accord V,93,98,,5a0bc8f0-1d34-487f-87fe-4222e0406e9a,
Honda,Accord Aerodeck,Accord V Aerodeck,93,98,,2a225f53-8b43-4add-aba6-2892f9ad1696,
Honda,Accord Coupé,Accord V Coupé,93,98,,02fdc0b6-6189-4f65-80e7-110e6f1ef33e,
Honda,Accord,Accord VI,98,02,,53dc0949-c7be-4078-b9d8-33de3cf992da,
Honda,Accord Aerodeck,Accord VI Aerodeck,98,02,,9db20d37-0a91-4066-a15c-c2f26d89cbac,
Honda,Accord Coupé,Accord VI Coupé,98,02,,d150ca67-c430-4082-bd77-bf862b302251,
Honda,Accord,Accord VII,02,08,,864680c7-2262-449e-8879-4d5bcce6389d,
Honda,Accord Aerodeck,Accord VII Aerodeck,02,08,,9e1dc793-dde1-4219-8e7f-d2eb23ebde26,
Honda,Accord,Accord VIII,08,,,773ef468-1fd1-4194-8a68-523e69f13021,
Honda,Accord Tourer,Accord VIII Tourer,08,,,8ff5d628-a274-4bf4-9800-d07357e6ca54,
Honda,Accord Coupé,Accord VIII Coupé,08,,,08376967-e3f0-4b5f-a7ed-dc652b8ea970,
Honda,Civic,Civic VI,96,00,,3259602e-d0d9-450f-97f3-a12cab51d169,
Honda,Civic,Civic VI Coupé,96,00,,2341cd56-8513-4a51-8515-af9e350b405d,
Honda,Civic,Civic VI Aerodeck,96,00,,7a40b9a6-5517-426f-8c28-218087e3268c,
Honda,Civic,Civic VII Coupé,00,06,,03c6d884-9400-4213-a4a4-8f72a65f94c2,
Honda,Civic,Civic VII,00,06,,32421728-2989-4d44-8b6d-531d5479bf2a,
Honda,Civic,Civic VIII,06,,,9f39fedb-3a87-4851-8c40-3db4c73748cf,
Honda,Civic Sedan,Civic VIII Sedan,06,11,,c6213099-f619-4cbf-9878-5d2471acf7bc,
Honda,Civic Sedan,Civic VIII Sedan,06,11,Hybrid,972b69b6-857c-41c5-92ae-fe1ef844ff72,
Honda,Civic Coupé,Civic VIII Coupé,06,11,,33b463b9-1866-4a89-947a-c007198c66b2,
Honda,Civic Coupé,Civic VIII TypeR,06,11,,9704a98f-a442-4476-9b4b-e1ddef7c7dd6,
Honda,Civic,Civic IX,12,,,fe2762ec-a9e5-42a5-9156-d03e1d8fb25a,
Honda,Civic Coupé,Civic IX Coupé,11,,,d5eeb803-b2e0-4f60-a327-7b532212ff66,
Honda,Civic Sedan,Civic IX Sedan,11,,,5a9a7853-0bfd-42f9-ba3d-78c1d97605a8,
Honda,CRV,CRV II,02,06,,dcde9001-bc73-4830-9161-d306e9bc5e8a,
Honda,CRV,CRV III,06,09,,1ccca726-49e7-4f5e-8390-ee139f2a775e,
Honda,CRV,CRV III,09,12,Facelift,43aed2db-4dc7-4ebd-80a9-119719f89887,
Honda,CRV,CRV IV,12,,,fbf2a2f5-8ad4-4399-bb29-60d0c44dae97,
Honda,FRV,FRV,04,09,,f60e4b3a-c33a-4afb-8416-2f080bfdd161,
Honda,HRV,HRV I,98,05,,f5dd1b33-afd5-42ae-b870-fcc0d91796bd,
Honda,HRV,HRV II,14,,,1fc5fd7d-9b90-4feb-ad66-ae87b19cb85e,
Honda,Jazz,Jazz I,05,08,,5af0f40d-7e44-4f35-b82e-80d9bb819199,
Honda,Jazz,Jazz II,08,,,518355b4-7aef-444f-8977-6d2f9c1d505e,
Honda,City,City V,08,,,b3040d29-c1e2-4050-841a-9f9cb6a793e0,
Honda,Legend,Legend IV,04,,,c7898a78-d8c7-40f9-b047-d7800b4ea3d5,
Honda,Stream,Stream I,01,07,,92ef3fb7-625b-45f3-8715-1fea8bf33ef8,
Honda,Stream,Stream II,07,,,51884dc7-f31a-4fe9-b33d-f3777be0962c,
Honda,S2000,S2000,00,03,,e6b3f23e-d327-4808-b780-102490d78281,
Honda,S2000,S2000,03,08,Facelift,40966fb4-9f37-4c80-b5f6-58daf6461133,
Honda,Insight,Insight II,09,11,,1f6141c7-9afa-4771-8131-89f82ecefed5,
Honda,Insight,Insight II,11,,Facelift,490abc72-f007-4028-8083-120e6a265a67,
Honda,CRZ,CRZ,10,,,951b8a8a-e250-4dd2-8b22-9e7ff81c32f4,
Honda,CRZ,CRZ,12,,Facelift,ec8de5a0-0e73-4f2d-9306-39de26d16081,
Toyota,Auris,Auris,07,,,300d659b-161d-4cea-bfc8-8a58fe64b4e8,
Toyota,Auris Coupé,Auris Coupé,07,,,0c385dfc-aa3b-453a-8f2e-2e89aea6d3c3,
Toyota,Auris,Auris II,12,,,36cbd1c5-7ba6-4335-8ebe-7fdedc678a37,
Toyota,Avensis,Avensis II,03,09,,d35bc901-17d9-42e4-bff8-bce52611b8ce,
Toyota,Avensis Wagon,Avensis II Wagon,03,09,,2b44e1b4-bc53-4266-9b3e-d526b848da3b,
Toyota,Avensis,Avensis III,09,,,53edb0e2-c47c-4225-b419-1be65270c313,
Toyota,Avensis Wagon,Avensis III Wagon,09,,,405e83fd-8746-4522-954b-11ec3bfc7e50,
Toyota,Avensis Verso,Avensis Verso I,5/01,10/03,,f7054018-0e23-4314-a9c7-a7a6150a6647,
Toyota,Avensis Verso,Avensis Verso II,10/03,12/09,,f683f487-f9ec-4669-ad1f-ec68211cff74,
Toyota,Aygo,Aygo I,7/05,08,,cdb4bdcc-7660-42c3-83aa-985e9272b4ea,
Toyota,Aygo,Aygo II,08,,,5ad6f118-1361-4f6f-84f6-9e615d429234,
Toyota,C-HR,C-HR,16,19,,ea5f204a-1a70-4694-b390-113c16df5b3d,
Toyota,C-HR,C-HR,19,,Facelift,ef00bc1b-8cdf-44be-9f1e-d7f7cc5b9a40,ea5f204a-1a70-4694-b390-113c16df5b3d
Toyota,Corolla,Corolla IX Sedan,00,07,,8da5b2b9-7efe-4250-9b08-ce96a8fd6bde,
Toyota,Corolla,Corolla IX Wagon,00,07,,66783231-c001-461a-908f-2c61facc192f,
